dept_name,emp_no,first_name,last_name,gender,birth_date,"years of service","Salaries in 2000"
Sales,11611,Annemarie,Mateescu,F,1956-09-24,14.0904,78169
Development,11613,Lijia,Marchesini,M,1956-02-06,14.0438,42127
Sales,11615,Shem,Isaak,F,1955-03-05,12.3068,61922
Production,11616,Zhilian,Brendel,F,1954-07-12,9.9671,54957
Sales,11621,Ottavia,Baaleh,M,1956-04-23,14.1315,84851
Production,11624,Adil,Gammage,M,1955-05-16,12.7479,64715
Development,11628,Fan,Malinowski,M,1952-02-14,12.1973,140426
Sales,11632,Baoqiu,Bach,M,1956-01-15,10.0137,73029
Development,11640,Valeri,Coorg,M,1953-10-06,13.9616,80737
Development,11641,Chikako,Rothenberg,M,1955-10-13,10.5096,71845
Development,11642,Dmitri,Verhoeff,M,1956-06-23,9.0904,43352
Production,11644,Sanjit,Zaiane,F,1952-04-08,9.9315,87613
Development,11647,Magy,Nitsche,M,1953-10-13,12.6493,51196
Development,11649,Shen,Bernardinello,F,1954-10-07,9.9096,107506
Sales,11660,Gill,Stenning,F,1955-07-19,14.1178,91754
Sales,11664,Oksana,Brizzi,F,1955-08-27,10.3233,86758
Marketing,11667,Kristian,Marchegay,F,1955-05-15,10.3205,90698
Production,11673,Henk,Felder,F,1954-12-20,12.2247,60278
Production,11676,Valeri,Ferriere,F,1952-04-12,15.8055,46882
Production,11681,Fumitake,Benzmuller,F,1952-05-15,13.9534,71032
Production,11683,Mayumi,Chartres,F,1956-05-14,10.8932,45282
Marketing,11684,Oksana,Gide,F,1953-03-07,14.8685,108212
Production,11686,Nadjib,Srimani,F,1952-11-14,11.2219,188672
Production,11692,Rance,Provine,F,1956-07-02,11.7068,79663
Development,11693,Hideo,Coorg,M,1952-02-15,11.8110,94735
Sales,11696,Dante,Rothe,M,1954-10-26,15.2000,77784
Production,11725,Shahaf,Zeilberger,F,1956-03-04,12.3014,68364
Production,11732,Sanjoy,Ranft,F,1955-06-14,15.4000,86572
"Customer Service",11735,Amalendu,Picci,M,1955-02-19,12.4740,59784
Production,11736,Shugo,Uchoa,M,1953-08-21,10.7781,53353
Sales,11746,Koichi,Marrakchi,F,1952-05-22,12.1288,82473
Research,11751,Jiafu,Emiris,M,1953-02-02,12.1671,64873
"Customer Service",11755,Zhenbing,Karner,F,1954-08-16,10.0795,76975
Production,11764,Sanjay,Anick,F,1953-04-22,12.6932,76389
"Human Resources",11765,Zorica,Junet,F,1955-08-17,9.5014,53145
Development,11769,Chandrasekaran,Lampe,M,1953-07-17,12.8849,98798
Development,11772,Gaurav,Penz,F,1954-06-19,13.0849,61295
Research,11779,Shunichi,Thombley,M,1952-06-07,10.6630,47914
Production,11787,Subhada,Garnick,M,1956-12-31,13.3616,60572
Marketing,11797,Chenxi,Thambidurai,M,1954-08-12,12.3452,238376
Sales,11801,Tommaso,Dayang,M,1953-11-22,10.3288,76268
Development,11802,Katsuo,Benzmuller,F,1956-01-18,12.7288,79788
Development,11810,Amabile,Bhattacharjee,M,1952-12-08,13.8027,56944
Finance,11812,Taizo,Merey,M,1956-10-13,13.2630,69398
Sales,11817,Niranjan,Markovitch,M,1955-05-25,14.7315,86294
"Customer Service",11822,Sastry,Madeira,F,1954-08-30,11.6082,74860
Research,11827,Gretta,Rando,M,1956-02-07,9.3178,94751
Development,11832,Arto,Zlotek,M,1952-05-18,14.2192,42114
Research,11836,Ortrud,Bakhtari,M,1952-09-14,11.4356,57506
Research,11842,Moto,Piazza,M,1954-03-31,9.0630,63610
Development,11844,Shawna,Demeyer,M,1953-10-30,12.9370,106576
Marketing,11853,Zeljko,Kusakabe,F,1952-06-19,12.1288,84322
Sales,11857,Divier,Farrag,F,1955-12-03,14.3562,132055
"Customer Service",11864,Pradeep,Kriebel,F,1952-06-14,15.1452,56336
"Quality Management",11866,Bojan,Gihr,M,1956-06-20,12.3123,49426
"Quality Management",11868,Kwee,Demke,M,1954-03-02,11.0712,49815
Development,11871,Nalini,Sommen,M,1953-05-02,12.9479,84539
Marketing,11872,Cheong,Riexinger,M,1953-01-17,13.0795,55619
Development,11876,Leszek,Kobuchi,M,1954-09-17,9.5726,58793
Sales,11881,Arra,Staelin,M,1952-08-06,10.7397,91684
Development,11894,Mitchel,Validov,M,1954-12-23,12.5342,75897
Production,11896,Shaunak,Benzmuller,M,1953-06-14,10.5014,61061
Sales,11897,Cordelia,Setlzner,M,1952-11-23,13.0219,104838
"Human Resources",11905,Sadegh,Vural,F,1956-01-11,13.7671,57582
Development,11906,Hideo,Boguraev,F,1955-04-26,13.7671,81324
"Customer Service",11909,Yuichiro,Kobuchi,M,1956-11-23,13.8904,60600
Development,11911,Ashish,Mondadori,M,1952-07-08,10.5808,55449
Production,11915,Miomir,Mawatari,M,1954-08-16,13.3507,74856
"Human Resources",11918,Mayuri,Pollacia,F,1956-02-18,13.7973,67254
Sales,11927,Mana,Aingworth,M,1956-10-27,14.6932,104533
Research,11931,Gunilla,Chiodo,F,1952-10-30,12.2521,83090
Development,11933,Basil,Erman,M,1953-08-15,13.5616,75035
"Quality Management",11944,Along,Aumann,M,1952-05-15,9.5562,61622
"Human Resources",11945,Limsoon,Marakhovsky,F,1952-02-17,9.4521,63928
Production,11948,Yahiko,Nergos,F,1952-02-21,10.9753,119382
Production,11949,Martijn,Harbusch,M,1953-01-27,15.8192,62085
Development,11951,Bernt,Haumacher,M,1955-05-08,11.2219,58607
Production,11965,Arup,Morrey,M,1954-12-03,10.7918,68771
Marketing,11972,Sibyl,Beausoleil,F,1954-10-01,10.2411,62450
Development,11975,Ger,Moehrke,M,1956-03-04,9.7808,53035
Production,11977,Chandrasekaran,Dayang,F,1956-01-06,11.5973,130124
Production,11982,Marsha,Hasenauer,M,1957-01-21,15.0493,70512
Development,11983,Jaana,Hedayat,M,1953-01-04,14.2329,57612
Development,11988,Chinya,Chinin,F,1953-08-10,15.1699,87022
Production,11989,Erzsebet,Peltason,M,1953-10-29,11.9890,55561
"Human Resources",11993,Marit,Dalphin,M,1955-10-29,14.5288,68731
Development,12007,Marko,Dehkordi,M,1952-06-18,11.6329,61898
Production,12010,Otmar,Thebaut,F,1956-09-26,12.1589,63023
Sales,12011,Zhilian,Coorg,F,1953-12-16,12.4521,102020
Production,12018,Fai,Morton,F,1956-12-23,10.4493,92022
Finance,12020,Hitomi,Uludag,M,1956-06-05,12.4027,95040
Production,12021,Chikara,Rahimi,M,1955-03-11,9.2603,50782
Sales,12026,Moon,Pleszkun,M,1956-01-06,13.2658,76571
Marketing,12036,Mads,Ratzlaff,M,1953-03-02,14.3315,184040
"Customer Service",12037,Arunas,Katzenelson,M,1954-01-11,14.2603,81167
Development,12038,Aruna,Businaro,F,1956-04-13,13.9863,68958
Production,12044,Rance,Hemaspaandra,F,1955-08-16,10.7096,61178
Production,12050,Yuchang,Tchuente,F,1953-06-08,12.2329,63447
Production,12051,Youpyo,Suermann,M,1956-04-17,15.2685,81967
Production,12053,Yechezkel,Pelc,M,1955-06-20,11.1425,68676
"Human Resources",12062,Margareta,Worfolk,M,1954-01-20,15.9178,49545
Development,12069,Ayonca,Burnard,M,1953-12-27,15.6466,79780
Development,12070,Ger,Shokrollahi,M,1955-07-23,12.1370,73845
Production,12073,Miyeon,Rubsam,M,1956-04-15,10.1479,55770
Sales,12076,Karlis,Siprelle,F,1955-03-16,15.7808,103477
Sales,12082,Xinan,Yamaashi,M,1953-09-20,14.9315,95734
"Human Resources",12089,Bilhanan,Socorro,M,1954-06-21,14.2027,72823
"Quality Management",12091,Lansing,Cunliffe,M,1955-02-19,11.7890,63230
Research,12092,Kauko,Unno,M,1955-07-20,11.9616,44461
"Customer Service",12094,Weiru,Pearson,F,1955-05-02,11.6877,64785
Production,12095,Fai,Smeets,F,1953-05-24,10.7507,74755
Sales,12099,Nobuyoshi,Kuzuoka,M,1953-01-12,13.3671,115341
Sales,12102,Aron,Erde,M,1952-10-14,10.5671,101215
Development,12109,Tomokazu,Junet,F,1956-12-28,13.7890,50606
Finance,12112,Satyanarayana,Avouris,M,1953-07-01,14.6164,93264
Research,12114,Shiv,Rubsam,M,1954-11-05,9.3863,44512
Finance,12120,Eckart,Schrift,M,1956-04-24,14.5425,94432
Production,12122,Satoru,Krone,F,1954-06-27,13.4493,71151
Research,12123,Xiahua,Syrzycki,F,1954-07-08,13.4658,82522
Production,12125,Shounak,Erman,F,1953-04-16,13.6795,88902
Marketing,12130,Abdelwaheb,Scharstein,M,1956-05-02,11.1973,73903
Production,12147,Ghassan,Srimani,M,1956-07-26,12.5288,63282
Sales,12149,Suebskul,Grandbois,M,1954-10-25,12.2575,136464
Development,12159,Shem,Perly,M,1955-08-15,15.4685,100092
Sales,12160,Aamer,Garrabrants,M,1954-12-11,11.2904,79591
Development,12165,Xiaobin,Maquelin,F,1952-11-19,15.6904,56207
"Customer Service",12168,Arnd,Salverda,M,1954-07-10,9.4438,44637
"Human Resources",12172,Jianhua,Llado,M,1954-04-04,10.0712,60828
Production,12173,Adel,Nanard,M,1955-02-03,14.5315,58570
"Quality Management",12183,Harngdar,Iisaku,M,1954-06-29,13.2932,41620
"Customer Service",12186,Guther,Nooteboom,F,1952-12-06,11.1781,79209
"Quality Management",12192,Feiyu,Klyachko,F,1954-11-06,15.8055,66417
Development,12198,Shai,Huxford,M,1956-08-03,14.6712,68359
Development,12205,Sushant,Rossi,M,1955-08-24,14.7260,63129
Development,12206,Barton,Janetzko,F,1954-11-21,15.7753,72704
"Quality Management",12216,Aloke,Mansanne,M,1954-12-27,11.3014,43468
"Quality Management",12218,Yaghout,Strooper,M,1954-08-01,15.8767,54767
Development,12221,Vincent,Melter,M,1955-07-14,15.3014,91946
Finance,12222,Abdelwaheb,Holburn,F,1953-03-04,14.3425,73041
Production,12223,Niteen,Koyama,F,1954-07-27,14.3945,82736
Production,12231,Nishit,Bharadwaj,M,1954-08-27,10.6274,62196
Development,12247,Subbu,Penttonen,F,1952-03-26,15.7397,86407
Development,12249,Eldridge,Sadowski,M,1952-09-20,13.8493,90544
Development,12250,Kerhong,Aloia,F,1954-10-02,9.6932,81063
Production,12252,Genki,Jiang,F,1957-01-02,13.8055,131482
"Human Resources",12256,Guadalupe,Reghbati,F,1955-02-15,15.3589,69936
Development,12258,Kankanahalli,Eiter,F,1955-01-06,10.5342,61176
Production,12263,Srinidhi,Alencar,F,1956-03-25,10.8274,64895
Development,12264,Mart,Pagter,M,1953-12-30,13.4493,52894
Production,12268,Nidapan,Kragelund,M,1956-11-13,14.1014,49254
Research,12270,Shakhar,Kornyak,M,1953-08-10,13.0000,74405
"Human Resources",12272,Behnaam,Grandbois,F,1955-10-16,13.0740,71081
Sales,12273,Jaideep,Uehara,M,1953-11-22,9.8849,102157
Production,12275,Heather,Onuegbe,M,1956-12-30,10.6548,58994
Development,12276,Yongmin,Lenart,M,1955-05-03,14.3973,71522
Development,12298,Tetsurou,Rodham,M,1954-03-03,9.5425,131118
Finance,12308,Mototsugu,Cronau,M,1952-02-17,15.4000,172040
Development,12311,Susanne,Lubachevsky,M,1955-02-11,15.2027,69329
Development,12327,DAIDA,Bruckman,M,1952-05-21,14.2192,97080
"Human Resources",12335,Arnould,Genin,F,1952-11-25,12.6904,50496
Development,12341,Rasiah,Luga,M,1955-02-13,15.6137,73653
Production,12343,Sorina,Slaats,M,1952-10-18,12.3589,140514
Production,12345,Xuedong,Mellouli,F,1954-04-29,10.4877,66742
Production,12355,Vidar,Hutton,M,1953-09-12,11.3644,90164
Development,12357,Gennady,Spinelli,M,1956-05-14,13.1918,45920
Finance,12363,Gennady,Glowinski,F,1956-12-26,13.3014,66566
Production,12365,Kamakshi,Bisiani,M,1954-01-21,15.7452,66732
Research,12372,Nishit,Haddadi,F,1956-10-20,10.1918,55134
Sales,12373,Mooi,Driscoll,F,1953-04-26,15.7890,86332
Marketing,12374,Ult,Berstel,M,1956-09-29,14.5123,86180
Research,12381,Amalendu,Klerer,M,1953-04-13,11.5288,63058
Finance,12395,Sanjit,Felder,M,1955-01-08,12.9151,78626
Sales,12399,Mihalis,Luga,M,1955-11-15,13.0767,112927
Sales,12411,Shao,Ibel,M,1952-05-31,14.3836,125471
Production,12413,Hugh,Gadepally,F,1955-06-17,12.6685,61872
Production,12417,Dannz,Spelt,F,1955-11-18,12.4986,67579
Development,12421,Toshimi,Gulik,M,1955-03-15,9.5671,67316
"Human Resources",12422,Berhard,Demos,F,1954-12-04,15.4603,77778
Research,12427,Zissis,Daescu,F,1955-09-15,11.7836,59486
Sales,12438,Yongmao,Mondadori,M,1953-11-24,10.0411,247042
Development,12447,Bernice,Huxford,M,1956-08-21,15.8986,63570
Sales,12454,Kerryn,Farris,F,1954-08-21,14.3178,44347
Sales,12460,Jingling,Gerlach,F,1956-01-10,11.5315,79218
Sales,12464,Shai,Milicic,F,1955-09-08,14.3808,51712
Finance,12465,Gita,Ressouche,F,1957-01-31,15.1178,101074
Development,12475,Filipe,Roison,M,1953-03-30,13.6932,63506
Finance,12487,Mona,Reghbati,F,1954-04-24,13.2521,83554
Development,12488,Etsuo,Gerteisen,F,1954-11-09,10.6877,55261
Development,12489,Arnould,Munck,F,1955-01-23,14.7342,95188
Development,12490,Jackson,Muchinsky,F,1955-08-08,12.6356,52374
Sales,12497,Stein,Penz,M,1953-08-26,15.7507,102957
Sales,12499,Izaskun,Lamba,F,1955-09-22,11.0575,91667
Finance,12501,Morrie,Matheson,F,1954-11-22,14.5836,100289
Production,12502,Danil,VanScheik,F,1952-07-22,11.5781,58052
Production,12504,Adly,Rosaz,F,1953-01-04,13.7178,43949
Marketing,12505,Barton,Goldhammer,M,1952-08-24,9.7068,80846
Production,12506,Gay,Rodite,F,1955-07-13,10.3479,63758
"Customer Service",12509,Rutger,Krzyzanowski,M,1954-05-20,9.2712,60356
Development,12514,Tomofumi,Melter,M,1952-11-14,15.0877,54241
Development,12517,Chikako,Bisiani,F,1956-01-21,10.9863,69552
Production,12520,Goetz,Basart,M,1954-01-21,11.3041,40000
Sales,12523,Tonia,Casley,M,1954-09-26,11.8384,112497
"Customer Service",12528,Conor,Cincotta,F,1952-11-20,12.2767,66498
Production,12534,Yongmao,Gerlach,M,1953-01-31,15.3918,88175
Marketing,12537,Avishai,Gonthier,M,1955-11-23,9.5973,194988
Sales,12541,Shih,Nanard,M,1952-04-22,12.3425,118160
"Human Resources",12542,Kazuhide,Bouloucos,F,1954-07-26,13.3123,79152
Production,12551,Jeane,Tzvieli,M,1954-03-15,13.0849,71668
Sales,12552,Mechthild,Zongker,M,1955-07-27,11.1178,90968
"Human Resources",12553,Aral,Vesna,M,1954-05-08,13.8493,52927
Development,12556,Akemi,Delgrande,M,1956-03-10,10.9699,55819
Production,12557,Stafford,Kopetz,M,1954-01-01,12.7918,120894
"Quality Management",12558,Danco,Niizuma,M,1955-02-09,11.3945,65758
Development,12563,Honesty,Ducloy,M,1953-07-03,9.7452,40948
Development,12589,Anoosh,Chleq,M,1952-11-23,12.3205,84015
Production,12592,Gina,Smailagic,M,1957-01-26,12.2685,61056
"Human Resources",12596,Breannda,Roisin,M,1955-10-10,14.6959,41320
"Customer Service",12597,Kazuhito,Petereit,F,1952-09-07,9.1973,63589
Development,12601,Ghassan,Simkin,M,1955-08-16,12.0466,58002
"Human Resources",12608,Nectarios,Mondadori,M,1955-10-27,15.5342,57958
Production,12610,Debaprosad,Bakhtari,F,1956-06-01,9.3452,45444
Sales,12617,Shawna,Rusterholz,M,1953-05-07,9.8384,68303
Marketing,12623,Raimond,Scharstein,F,1953-01-02,9.1644,99910
Sales,12624,Zhongwei,Zykh,M,1956-10-30,14.9425,92726
Production,12626,Gill,Comyn,F,1954-07-16,10.2740,79172
Sales,12629,Kensyu,Siksek,F,1956-08-19,13.7452,80183
"Customer Service",12630,Sreekrishna,Falco,M,1954-04-23,11.5863,53362
Production,12635,Xinyu,Restivo,F,1952-11-09,15.1041,98130
"Customer Service",12636,Yuuichi,Debuse,F,1955-11-21,11.7205,64160
Development,12638,Yuqun,Seiwald,F,1954-11-09,14.5123,56677
Marketing,12642,Suebskul,Gips,F,1955-09-27,13.6164,72910
Production,12644,Bernt,Jayawardene,M,1952-06-09,11.1808,58531
Sales,12645,Kyoichi,Decaestecker,F,1955-04-01,11.0000,63135
Sales,12651,Pragnesh,Bael,M,1952-07-24,12.9370,101540
Development,12662,Leucio,Alvarado,M,1952-08-02,15.3562,100986
Development,12663,Nobuyoshi,Stellhorn,M,1954-10-31,14.2658,72831
Sales,12664,Zhonghua,Parveen,M,1952-05-01,13.3781,80000
Development,12678,Carrsten,Borovoy,M,1952-12-07,13.5890,44529
"Customer Service",12688,Dietrich,Riexinger,F,1956-10-17,11.9479,56603
Development,12689,Luerbio,Boudaillier,M,1953-01-19,13.7315,77326
Production,12691,Oddvar,Gils,M,1952-10-17,13.1205,54434
Development,12693,Patricia,Demke,M,1956-11-25,14.8411,136294
Production,12695,Lubomir,Crelier,M,1957-01-09,14.4521,65257
"Human Resources",12697,Uri,Brizzi,M,1955-06-25,14.4849,64739
Sales,12707,Gregory,Zastre,M,1953-07-22,11.8521,55439
Development,12709,Ronghao,Botman,M,1955-08-09,15.0904,55982
Finance,12715,Honglan,Showalter,M,1955-12-31,9.4274,41773
Research,12717,Tzu,Jiafu,F,1953-04-17,12.6356,53194
Finance,12722,Elliott,Cheshire,F,1955-09-23,15.7699,88609
Development,12726,Fumitake,Panwar,M,1954-03-27,12.3315,68270
Development,12727,Uwe,Ranai,F,1956-09-11,11.3123,60802
Production,12729,Nahla,Rahier,F,1954-05-18,13.3616,141470
"Human Resources",12731,Yongmao,Waymire,F,1953-05-09,12.7479,61203
Sales,12732,Mara,Takanami,M,1952-09-27,12.7452,91538
Development,12734,Gil,Frijda,M,1952-03-05,14.8411,68110
Finance,12739,Aral,Kading,F,1956-07-30,12.0521,157256
Production,12746,Heekeun,Lunn,F,1953-10-11,9.4904,82889
Production,12753,Kazuhito,Syrotiuk,F,1952-12-22,9.3562,69428
"Human Resources",12755,Rildo,Rodite,F,1955-02-20,13.8000,75197
Finance,12758,Hauke,Pashtan,M,1954-09-11,11.6986,51525
"Human Resources",12763,Adamantios,Lovengreen,M,1956-01-25,15.1205,59773
Sales,12770,Maik,Benzaken,F,1955-01-17,10.1315,73039
Development,12773,Jenwei,Lovengreen,M,1952-06-26,15.8356,84318
Production,12775,Mariangiola,Berendt,F,1952-10-21,14.9096,177186
Production,12785,Bouchung,Armand,F,1954-10-20,9.8822,152834
Sales,12790,Gunilla,Perl,F,1953-02-05,14.7041,99248
Finance,12795,Masoud,Fordan,M,1952-05-06,14.2329,84006
Sales,12798,Lillian,Beeson,F,1952-05-18,13.0219,98853
Production,12802,Jinya,Shackell,F,1956-12-29,11.3671,71484
Marketing,12803,Gad,Boissier,M,1952-05-12,15.8055,229340
"Quality Management",12807,Gretta,Babb,M,1955-10-05,9.0959,53481
Development,12810,Kristof,Staelin,M,1955-06-15,9.9014,48224
Research,12815,Sushant,Junot,M,1955-03-25,15.8521,91424
Production,12819,Mountaz,Gubsky,M,1953-07-30,14.0959,70799
Development,12843,Yinlin,Heijenga,M,1955-12-17,9.0247,49442
Marketing,12844,Garnet,Piancastelli,F,1956-09-07,11.1205,72034
"Customer Service",12846,Krisda,Cyne,F,1954-10-24,12.4685,75355
Development,12848,Kazuhide,Smeets,M,1953-01-17,13.5589,44842
Marketing,12850,Martina,Bergere,F,1956-06-29,9.7699,55746
Finance,12851,Kwangyoen,Ramsay,F,1953-08-08,11.6274,65095
Sales,12858,Jianwen,Driscoll,M,1956-02-26,13.5918,91700
Production,12863,Leif,Matheson,M,1954-08-02,15.3288,91249
Production,12868,Berthier,Nanard,M,1952-08-28,10.9890,131986
Sales,12872,Marl,Schmittgen,F,1953-02-18,14.3205,82482
Development,12876,Apostol,Goodrum,M,1953-12-05,15.3096,86800
Development,12879,Baruch,Eugenio,M,1955-09-07,14.6438,58188
Development,12885,Anwar,Collavizza,M,1952-12-25,10.3123,132712
Sales,12890,Neven,Casley,F,1955-10-05,15.1781,103018
Sales,12893,Licheng,Crouzet,M,1954-10-09,13.8000,77625
Production,12895,Roddy,Serot,M,1952-04-28,12.6110,53816
"Human Resources",12899,Chinho,Sethi,M,1954-07-13,11.9726,54891
Development,12905,Munehiro,Gecsei,M,1955-01-24,13.4630,87772
Development,12923,Chaosheng,Journel,F,1953-09-05,11.0027,121835
Research,12926,Heekeun,Luby,M,1952-04-24,15.0301,97414
Development,12934,Adil,Solares,F,1953-06-21,11.2192,69545
Development,12936,Reinhold,Farrow,M,1955-11-13,9.3753,71507
Development,12940,Odinaldo,Farrar,F,1953-10-25,13.0630,81720
Development,12941,Tommaso,Perelgut,F,1954-07-29,14.1616,99816
"Customer Service",12944,Alselm,Benzmuller,M,1955-07-07,11.7562,46100
Development,12949,Geoff,Asrin,F,1955-02-24,13.8932,64695
Sales,12969,Mohan,Angot,F,1955-03-27,11.1315,80552
Marketing,12973,Hairong,Pulkowski,F,1956-07-07,13.9151,88587
Development,12977,Byong,Markovitch,M,1954-11-29,13.3644,84374
Finance,12983,Elliott,Hambrick,F,1954-04-07,15.0932,57252
Production,12986,Khun,Hennebert,M,1952-03-08,10.2877,64373
Production,12995,Hisao,Rahier,F,1956-03-25,15.7808,65802
Development,12997,Zine,Swist,F,1956-09-22,9.7863,66414
Development,12998,Nadjib,Rindone,M,1956-09-02,9.9452,110374
Development,13002,Henk,Muhlberg,M,1954-12-08,11.6740,52584
Production,13004,Fan,Beznosov,M,1952-12-13,10.6301,52547
Development,13011,Aamer,Glowinski,F,1955-02-25,11.2384,59018
Development,13012,Florina,Harbusch,M,1952-02-12,13.0301,66996
Development,13017,Jouko,Ratnaker,M,1956-05-21,9.5753,59625
Development,13019,Radhia,Mersereau,M,1956-02-04,13.6822,63498
Marketing,13030,Yahiko,Kroll,M,1955-02-12,13.5096,62423
Sales,13037,Alagu,Schaad,M,1957-01-02,14.3397,76512
Finance,13046,Vivian,Stafford,M,1953-03-09,13.7123,61889
Development,13047,Atilio,Chelton,M,1953-04-24,14.0000,66562
Development,13052,Aleksandar,Schlenzig,M,1952-09-26,9.4384,59863
Production,13054,Samphel,Masamoto,M,1952-03-24,11.3890,55183
Production,13055,Ronnie,Stifter,F,1956-12-13,12.2493,52944
Development,13062,Xinglin,Baak,M,1953-11-10,14.1096,148780
Development,13068,Aksel,Magalhaes,F,1956-09-17,14.4658,78918
Sales,13073,Utpal,Journel,M,1954-05-29,11.0301,84333
Production,13074,Kiam,Garigliano,M,1956-03-07,15.7836,63378
Marketing,13075,Rosella,Morrin,M,1955-05-24,14.3836,125564
Development,13076,Deniz,Skafidas,F,1954-03-09,12.5562,57461
Finance,13077,Sangeeta,Biron,M,1956-01-13,15.0356,47776
Sales,13081,Mandell,Bahi,F,1956-11-24,10.5014,81418
"Customer Service",13095,Khedija,Cochrane,M,1952-02-13,10.3973,40000
"Quality Management",13096,Ibibia,Armand,M,1953-01-03,12.1918,66899
Production,13101,Tadahiro,Viele,F,1956-12-25,12.3260,49795
Development,13103,Srinidhi,Ellozy,F,1952-05-09,12.5425,60527
Finance,13106,Soenke,Dahlbom,F,1956-12-28,14.0795,49251
Finance,13107,Shawna,Nanard,F,1956-11-07,11.9644,92697
Marketing,13108,Rance,Matteis,M,1955-10-16,11.0548,56666
Development,13110,Maria,Kamble,F,1953-09-29,11.4685,72905
Sales,13124,Quingbo,Garnick,F,1955-11-06,15.8027,98204
Production,13126,Parviz,Hennebert,F,1953-05-03,11.1425,50933
Marketing,13133,Guther,Senzako,M,1955-06-21,15.3370,185456
Production,13134,Lorien,Chepyzhov,M,1955-06-25,13.3507,76552
Production,13143,Qingxiang,Ventosa,F,1953-10-06,10.8548,54952
Finance,13144,Persi,Nollmann,M,1952-07-11,13.2192,76376
Sales,13146,Haldon,Erie,M,1953-11-01,15.6137,87382
Sales,13147,Shichao,Ginesta,M,1955-12-28,15.0521,96964
Production,13150,Mahmut,Stavenow,M,1953-06-28,9.5534,116790
Development,13156,Akeel,Millington,M,1952-04-19,14.0164,60543
Development,13161,Manu,Picci,M,1955-05-04,11.0849,118592
"Quality Management",13165,Lucian,Benner,F,1954-09-09,12.8027,54640
Development,13166,Billie,Kushnir,M,1956-12-22,9.0329,68281
Production,13168,Munir,Stentiford,F,1954-06-10,13.3151,77457
Sales,13169,Fun,Hasham,M,1956-08-28,12.3151,71393
Finance,13170,Cheong,Bernardeschi,M,1955-10-25,14.6630,116518
